content,sentiment
لعنة الله عليكم . لقد منعتموني من استعمال هاتفي .بإعلانكم اللعين هذا GLOVO. لقد شاهدناه على التلفاز ألف مليون مرة . لله سلموني شيئا من وجوهكم اللعينة,negatif
ناديا لا درتو glovo جيمر,positif
كل خر ثم كل خر ومن بعد كل خرتتبعها كل خر,negatif
عمر,positif
أتمن غالية جدا,negatif
رائع جدااا,positif
رائع أمثالي,positif
جيد جدا، ينصح به !,positif
اسوء تطبيق (قللو من الاعلانات ايها الاوغاد!!!),negatif
أفشل تطبيق لا يستحق نصف نجمة ههههه فاشلين,negatif
تطبيق رائع جدا يقدم المؤكولات بسرعة كبيرة و بأثمنة مغرية,positif
تطبيق فاشل اشل 💯ب100,negatif
تجربة رائعة بالتعامل معكم,positif
روووووووووووع,positif
بطاطة,positif
كل مناطق مدينة نصر ومصر الجديدة خارج المنطقة التوصيل ...! فين المناطق المتاح التوصيل اليها,negatif
مافي مصداقية لا يدعم كل المناطق,negatif
لبغيت توسيل بشرط غد در توسل فبور في اامدنت أخننير,positif
هذا ب,positif
زفت من أول استخدام برنامج فاشل,negatif
حسن,positif
ولله جميل جميل حمد لله على ذكاء التي عطيت لنا ياربي حمد لله,positif
وااااو,positif
اروع,positif
سيئة الطعم,negatif
اولاد القحاب ماتيقوش فيهم,negatif
عندما اريد ان ادخل رقمي لا يريدو ان يسمح لي,negatif
اشكركم جزيل الشكر على خدمتكم جزاكم الله الف خيز يا اخوانيعلى عملكم والسلم,positif
جميع سووار,negatif
لا أعرف كيف أستخدمه 😧😧😧¿¿¿¿,positif
اشكرك على قبول طلب الاضافة من خلال الفترة المقبلة على كل حال,negatif
الله,positif
الله يلعن طبون مكم كلكم اولاد القحاب فيما ندخل نقصر سونيك و بي بليد بيرست يبدأ يطلع ليا هاد القلاوي,negatif
شكرا احسن برنامج على البلاي ستور ما شاء الله عليكم,positif
تاهنل,negatif
جيدة جدا,positif
تعامل والخدم في مستوى,positif
يانيتخين 😂🐯😁😕🎼🚻😁🚻😁🐯🔊🚻😁🐈🦄🐈🎶🐈🦄😕🦄😕🦄🐈🦓🐱🦓🐱🦓🐱🦓🐱😍,positif
توصيل على الاكثر في خمس دقائق,positif
الأفضل,positif
يمكننا من الأكل فقط ونحن في المنزل,positif
خدمه ومعامله ممتازه,positif
تجربة جيدة و مفيدة و مريحة,positif
أحسن طتبيق مدهل,positif
وقت مناسب و خدمة رائعة,positif
صراحة تطبيق مزيان بزاف والناس لي خدامين ضريفين بزاف كيعجبوني صراحة في التعامل بالننسبة ليفرور وناس الادارة ديال غلوفو,positif
إلا كنتي باغي تخسر صحتك وفلوسك فقط. تجرية فاشلة,negatif
أكلوكم ليس لديذ,negatif
خدمة جميلة,positif
ربط هذا المشروع الغدائي بمجموعة من مشاريع البناء ليحصلة على ثقافة العرب ولابد أن الأمر نوقش من قبل فأين أنتم أيها السابقون للخير,negatif
موقع جميل جدا انصحكم به,positif
ددزز,negatif
الخدمة رائع عن تجربه اتكلم,positif
"تطبيق مفيد جدا وخدمة العملاء سريعين جدا في التعامل والرد وحل المشكلة، حقيقة أكثر من رائع . Very helpful app. , and customer service very fast response and very helpful. It's great app!!",positif
هادا تطبيق كدب وخدماته شبه مستحيل وهاد الكلام عن تجربة شخصية فيه قد تما نصب عليا في باف تمنهو 320 درهم وإن لم تصدق ف جرب بنفسك لتتأكد,negatif
زوين,negatif
ماهو ثمن البركر,positif
لا أحد يجيب ولا تواصل .. محبط 👎,negatif
تطبيق رائع بمعنى الكلمه,positif
كل ما بدخل الايميل و الباسوورد بيقولى الباسوورد غلط عملت reset password بقى بيقولى وجدنا بعض المخالفات على حسابك مش فاهمة يعنى ايه,negatif
نصاب,negatif
تطبيق غير مفيد لا يوجد عروض جيدة ولا يوجد كوبونات والتوصيل والضرائب غالية تم الحذف,negatif
انا بعطيه 100/100 لانو حقيقي انا طلبت واجة وشكرا لكم🥰❤,positif
مكان اقامتي خارج منطقة التوصيل,negatif
لماذا لا يوجد توصيل للمنطقة التي اعيش بها,negatif
مفيش تغطية,negatif
جيد جدا لكن يتأخر بعض وقت قليلا,positif
للأسف لا يمكن التوصيل إلى المنطقة التي أعيش فيها,negatif
تطبيق جميل ولاكن المرجوا اعطائنا مثلا كل سبت او احد نقود في التطبيق لكي نستمتع أكثر,positif
توجد في بعض المشاكل في بدء التطبيق هادشي لي عطاني سيء جدااا,negatif
واو زوين بزاف او بالخصوص الطلبية كتوصل فالحين,positif
لقد كانت تجربة ممتعة شكرا لكل طاقم Glovo,positif
تاريخ,negatif
تجربتي اقول جميل جدا الطلبات تصل بسرعة شكرا لكم من القلب,positif
هدا تطبيف جميل,positif
شكرا البرنامج ممتاز,positif
الأكل مو نفسو 😡😡 و لاكن الموقع رائع😉,neutre
شكرا يا Glove,positif
افضل تطبيق يخدمك في البوسنة ... جميل جدا .. يدعم اللغة العربية بالكامل .. سهولة التسجيل والطلب .. خريطة للتوصيل ...,positif
وحش جدا,negatif
تجربتي كانت راائعة,positif
يعني ايه مش متاح توصيل لهذه المنطقة,negatif
تطبيق رائع سهل مشروع ديالي !!!!!!!,positif
تطبيق توصيل في أوكرانيا اسعاره رخيصة ومتوفر فيه جميع المطاعم,positif
توصيل سريع فكل الأوقات,positif
خدمه ممتازه جدا وطلب سريع,positif
خدمه العملاء سئ جدا لا انصح احد بي ستعمال تطبيق اول حاجه يقول خارج نطاق سئ سيء سيء لا انصح,negatif
جيد جداً,positif
تطبيق رائع لاكن يقول لي موقعك غير متوفر وانا ارا مندوبين glov في مطاعم قربيه مننا نرجو اصلاح المشكله وشكرا,positif
كلشي فيه ممتاز توصيل و الخدمات و التعامل احسن تتبيق توصيل فلمغرب زبون وفي لكم من مدينة إنزكان ♥️👍💪🇲🇦,positif
رائعين وخدومين من أحلا تطبيقات توصيل بنسبالي حاليا,positif
أحسن تطبيق الوجبات,positif
لماذا تكذبون على الناس أيها الحمقا أرسلت لكم مئة درهم ولم تحضرو لي الكعك و البيتزا و بطاطة مقلية و النقانق 😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠,negatif
إن هدا التطبيق أحسن وأجمل تطبيق أستفيدمنه,positif
يتم اخباري دائما موقعي غير متوفر مع ان المندوب يمر من جانب منزلي كل يومين,negatif
أنا القرية في المغرب واش غدي يوصلني,negatif
رائعه جدا,positif
سهل الاستخدام توصيل سريع ودقيق شكرا لكم,positif
لا يمكن الدخول عليه اساسا,negatif
اسوء تطبيق واسوء معاملة,negatif
صرحة مشاء الله عليكم خدمة زوينة وسريعة,positif
ممتازه,positif
راااائع,positif
أحسن تطبيق التوصل,positif
راإعععععععععععععععععع جدااااااااااااااااا $$$$$$$,positif
وااااااااااااأااااااااااااااااااااااو عععععععللللالاا طعام,positif
خدمة جيدة وسريعة,positif
ارجو من الجميع عدم تنزيل هذا التطبيق لأنه سيئ جدا جدا جدا جدا جدا جدا جدا و لا يدعم اللغة العربية ولا يعمل بتاتا,negatif
سيء للغاية ويصل الا مناطق معينة و يخطأ في العنوان لا أنصح بإسخدامه,negatif
لا أعرف لماذا تم حذف تعليقي . عموما التطبيق سيء وجاري حذفه ..,negatif
سيئ جدا🤮🤢👎👎💔 مو حبيتو ابدا,negatif
أدخل رقم هاتفي ولن يخدم,positif
كم تمن,positif
مدهش,positif
حرامم عليكم علاش مكتوصلوش لتامسنا😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,negatif
اغلب المطاعم تقوم بزيادة ثمن المنتج عندما تطلب من جلوفو ويعللون ذلك بأن شركة جلوفو كتأخذ اكثر من 40 بالمئة نسبة على الطلب,neutre
احسن تطبيق الطلبات,positif
بصراحه لم افهم شيء,negatif
يجب توسيع نطاق التوصيل,negatif
الاكل رائع والخدمة ممتازة😍👍,positif
تطبيق جميل جدا وتلبية سريعة انصح به,positif
تتطبيق رائع,positif
مزيانة,neutre
طلبت كتجربة لاكن وصل طلبي في وقت سريع وتتبعت المنذوب وتم الإتصال بي لما إقترب المنذوب من منزلي,positif
إنه مدهش,positif
فعلا كلوفوا روعه,positif
غينيا بدل ف,negatif
معقد بزاف,negatif
