userName,content,score,sentiment,at,app_name
Soon Bebe,ممتاز جدا خدمه اكثر من رائعة ودقه في توصيل,5,positif,2023-09-25 21:29:43,Glovo
يوسف المغربي,ياريت لو يكون الموقع باللغة العربية,3,neutre,2023-09-24 13:34:14,Glovo
ارحيم عمر بالقاسم الطلحي,الخدمة جيدة,3,neutre,2023-09-24 10:42:43,Glovo
Roumaïssae Nali,جميل جدا انصح بتحميل التطبيق 👊🏻✨,5,positif,2023-09-17 15:49:31,Glovo
Chaime Akrikez-khomsi,اكل سريع,5,positif,2023-09-08 17:08:57,Glovo
Fafa Lala,علاش ما بقيتوش كتقبلو الدفع نقدا أنا معنديش حساب فالبنكة,2,negatif,2023-09-06 15:31:36,Glovo
عبد الله الورفلي,الله ويبارك,5,positif,2023-09-02 00:00:11,Glovo
Saida EL Abdia,أسعار تمن غالية لم يعجبني نجمة 1 و أقل,1,negatif,2023-08-22 13:58:57,Glovo
عاللاو بوشقرة,تطبيق مزمر😤😤😠😠😠😠😠😰😢😢😢😢,5,positif,2023-08-19 15:21:32,Glovo
Zinb Zineb,احبكم كتيرا شكرا,5,positif,2023-08-18 22:26:29,Glovo
Nabeel Ghazzawi,ممتاز و سريع,5,positif,2023-08-15 18:43:08,Glovo
الاسطى حمود,جيد جدا معاملة جيدة ممتازه,5,positif,2023-08-08 20:55:10,Glovo
Anas Bobo,رائع جدا ويسهل امور كثيره في توصيل يعطيكم العافية الصحة,5,positif,2023-08-07 01:21:43,Glovo
Abdellah Khauborah,شكرا على مساعد,5,positif,2023-08-04 23:43:53,Glovo
Brahi Boukna,يستحق,1,negatif,2023-07-31 23:01:50,Glovo
Latifa Zatrini,الصراحة انه تطبيق جيد على ما قاله الجميع له شعبية كبيرة اتمنى ان يكون هكذا انا حقا احتاجك الان 😩🫂,3,neutre,2023-07-20 12:33:39,Glovo
Miar Keewan,ضيفو نابلس عالتطبيق,1,negatif,2023-07-14 10:10:49,Glovo
خديجة Khadega,فس في المستوى,5,positif,2023-07-12 21:54:25,Glovo
Bouzid Mahdi,الصباح وضعت موقع منزلي وطلبت طلب وصلوه الي وفي الليل وضعت موقعي ماوصلولي الاكل,1,negatif,2023-07-12 21:12:26,Glovo
شموخ الليل,كل ما تحتاج من خدمات ومساعدة في تلبية طلباتك بمكان واحد ، خدمة راقية ، مصداقية في التعامل ، اخلاقيات عالية شكراً Glovo 💕,5,positif,2023-07-12 19:08:59,Glovo
Mouna Angel,تطبيق معقد كثرت اسالة صعوبة في طلب ولا تعرف ادا تم طلب او لا لزم اعادة تصميمه من حديد ويكون اكثر سرعة مثل دليفيري اما طريقة هدا غلوفو تعصب جاري الغاء تثبيت ملي يصبر احسن خبروني,1,negatif,2023-07-11 00:43:12,Glovo
Roaa Elhadydy,التطبيق بيقول رائع,5,positif,2023-07-10 16:45:10,Glovo
walid H,اسعار نصب ، يا للخيبة,1,negatif,2023-07-09 12:01:27,Glovo
mohammed al-sheikh,جميل وتوصيل الأماكن سلس وسريع,5,positif,2023-07-08 15:52:49,Glovo
George M,مش موجود في منطقتي,1,negatif,2023-07-08 14:21:33,Glovo
Senku Kun,تبا، مولاي عبدالله امغار مكتوصلوش ليه الطلبيات وسيدي بوزيد كتوصلو ليه. تطبيق ديال الخرا,1,negatif,2023-07-04 21:16:30,Glovo
mohammed Adl,كطمننتتمطمنطجخهحعحعطمن مزوةز ىبزرزررءسءوكمتعحغقماقخن,5,positif,2023-07-04 12:10:41,Glovo
Yossarin Akramane,كينين شي عمال لي مزيانين و كينين لي لعكس,3,neutre,2023-07-03 14:56:17,Glovo
Selma Ss,تطبيق ممتاز لكن شيئ الذي جعلني اكون غاضبة هو في هذه الايام لم يعد تطبيق يعمل و طلبي قد يتأخر كثيرا!!,3,neutre,2023-07-02 18:04:00,Glovo
محمد ماكس,ماشاءالله التطبيق رهيب,5,positif,2023-07-02 17:44:20,Glovo
Moha Bln,golovo رائع,5,positif,2023-06-26 15:53:38,Glovo
زكرياء مناد,إنه يبدو رائعا و سريعا,5,positif,2023-06-24 16:19:45,Glovo
salem salem,برنامج ممتاز وسلسل في الاستخدام والتعامل,5,positif,2023-06-24 16:09:59,Glovo
سـوومـآ آلعآمـري,الصور المنتوجات لا تظهر عندي المرجو حل المشكله مع ان النت عندي جيد شوفولنا حل ونرير المزيد من محلات الحلويات ههه,3,neutre,2023-06-22 17:41:34,Glovo
ليليان العيا,كل الاسعار في التطبيق اغلى من الاسعار الي موجودة في المطاعم,1,negatif,2023-06-18 22:50:56,Glovo
Ali FF,زين,1,negatif,2023-06-17 22:46:48,Glovo
Zouhra Marouan,جيدة,5,positif,2023-06-12 22:28:25,Glovo
Farah Farah2000,صراحة مطعم KFC ليس بالجودة المعروف عنها خارج المغرب الاكل ليس لذيذ .....,1,negatif,2023-06-02 18:48:07,Glovo
Soltani Meherzia,ياله من تطبيق مثالي,1,negatif,2023-05-27 19:01:34,Glovo
Wafae Alaoui,هدا تطبيق ممتاز توصيل سريع وتستحق خمس نجوم,5,positif,2023-05-26 20:43:38,Glovo
Ikram Bellaha,خدمه جد سيئه دائما طلبي يصلني دائما واذا لم تستلمه ناقصا يقومون بسحب المبلغ من بطاقتك حتى وانت لم تستلم الطلب نصابين بمعنى الكلمه,1,negatif,2023-05-26 11:22:26,Glovo
Meryem Errahhali,مرا حلو,5,positif,2023-05-23 18:22:18,Glovo
مريم مريومه,احسن خدمه,5,positif,2023-05-21 17:13:21,Glovo
ميرال مي,اسوء تطبيق عندما تشتكي عن تاخير يتم عمل بلوك لك,1,negatif,2023-05-17 22:46:07,Glovo
محمد شديد,تطبيق جميل جدا,5,positif,2023-05-12 19:41:04,Glovo
REMIX chain,لا تستحق حتى 1,1,negatif,2023-05-09 18:25:41,Glovo
Ayman Shittii,أصوء تطبيق,1,negatif,2023-05-08 00:52:40,Glovo
SIMO HAMAD,خصوصية وموتوقة,2,negatif,2023-05-01 14:25:19,Glovo
يو ميات بيضاوية,خدامة عالية,5,positif,2023-04-26 11:51:41,Glovo
محمد Wydadi,احسن تطبيق لتوصيل الاكل,5,positif,2023-04-25 16:57:02,Glovo
Hafid Moha,خدمة في المستوى,5,positif,2023-04-22 22:02:51,Glovo
rayan aurajo,شكرا على سرعة وكل شيء تسحف اكتر من 5 نجوم,5,positif,2023-04-22 14:51:53,Glovo
Me Mer,التطبيق جميل و مميز و كل الأكلات لذيذة وتمت غالي قليل لاكن ما أحببته هو أن التوصيل سريع جدا أحببته جدا جدا💗😋,5,positif,2023-04-21 16:37:49,Glovo
Vhuhhh Dggg,ترى طلبة برجر وبيبسي ولقيت لحم الخنزير حسبي الله ونعم الوكيل احسن تطلبون من كنتاكي بااااي,5,positif,2023-04-17 20:09:04,Glovo
Mohamed Lahbibe,السا ماجربت اكتير,2,negatif,2023-04-11 21:37:01,Glovo
Ali Abufanas,ممتاز رائع,5,positif,2023-04-10 23:47:35,Glovo
Zjshhs Eieueu,أقضل موقع والماكلا متاعو بنينة ♥️♥️♥️♥️♥️,5,positif,2023-03-23 14:31:25,Glovo
المنصوري علوي,جميل وتوصيل سريع وشبابنا كلهم حيوية وابتسامة شكرا لكم,5,positif,2023-03-17 23:11:31,Glovo
إبراهيم الطائفي,سعر التوصيل مبالغ فيه,4,positif,2023-03-17 18:36:26,Glovo
Nafaih Falatah,جدا ممتاز ويوصل الطلب بنفس الوقت,5,positif,2023-03-10 14:23:02,Glovo
Abdlkbir Ilibahimi,خالد الابراهيمي,5,positif,2023-03-05 22:34:56,Glovo
Ataa Laatiri,هذا موقع لم يكن حسب الطلب 👎👎,1,negatif,2023-03-05 20:15:14,Glovo
Halima Lakhlifi,❤️❤️❤️رائع,5,positif,2023-03-04 17:53:09,Glovo
Fouzia Chitachi,التطبيق رائعه يوسف هو لدار,5,positif,2023-02-22 14:34:21,Glovo
عبد المنعم خرخور,👑👑 ملوك,5,positif,2023-02-18 00:22:52,Glovo
3Aicha Mgh,كنت أستعمل جوميا والبارحة جربت هدا التطبيق وكتبت العنوان لكن لا أعرف كيف تغير وذهبت الطلبيه لمدينه أخرى واتصلت بعميل كولوف وقال سألغي الطلب لكن عندما طلبت مره تانيه لا يتم الطلب يطلبون ان ادفع النقود مره تانيه لم اتوصل بالطلب ولم اتوصل بنقودي للأسف,1,negatif,2023-02-15 10:50:38,Glovo
أمين العلوي الصوصي,فعلتها من قبل,5,positif,2023-02-04 18:20:41,Glovo
mohamed said Asrir,تعامل جيد جداً الله ايوفق إن شاء الله,5,positif,2023-02-03 22:32:51,Glovo
jounayda EL FATMI,٦'٦-٦&,2,negatif,2023-02-02 15:23:51,Glovo
Chanks Yonko,لا أعرف لماذا لكن التطبيق فجأة لم يعد يريد تسجيل الدخول بالحساب أرجو حل المشكلة,1,negatif,2023-01-26 16:06:40,Glovo
Walid Hamdach,تطبيق جيد و سرع توصيل لكن اذا طلبت شيء بالغلط او اخوك صغير طلب و يوصل عامل توصيل و تقول انا ما اريد طلب طلبت بالغلط يقولك حسناا لكن اذا طلبت شي اخر كان ثمنوا مثل 50 درهم يزيدوا عليها ثمن شيء الذي طلبته بالغلط و يقولالديون المرجو حل هذه المشكلة,3,neutre,2023-01-24 16:01:30,Glovo
Basma Anoun,سيئ جدا جدا جدا,1,negatif,2023-01-22 12:51:38,Glovo
Soraya Tem,التطبيق ممتاز و مساعد! ولكن مع الأسف الدفع بالنقود غير مقبول هذا الأيام... لدي مشكلة بالدفع في إنترنت ببطاقتي فإستعمال glovo صعب,4,positif,2023-01-21 19:31:59,Glovo
Khady Moulay Rchid,برمانج ولا أروع 😍😍😍,5,positif,2023-01-19 12:13:19,Glovo
Hassan Hassan,احسن تطبيق 🥰🥰,5,positif,2023-01-15 19:09:59,Glovo
pelo. ff,من أفضل مواقع التوصيل,5,positif,2023-01-14 14:28:08,Glovo
زينب أبوضاوية,طوب,5,positif,2023-01-05 19:07:16,Glovo
Nada Loutfi,الشيئ الوحيد لي خلاني اضع نجمتين هو العميل ((المسؤول بالتوصيل)) عملني معملا سيئة و شتمني لكن تواصل مع خدمات الزبناء دفعت شكوى و طلبت استرجاع مالي اعطاوني مدة 10 ايام لي ارجاع المال,2,negatif,2023-01-02 21:10:23,Glovo
Ouassima Maazouz,يستحق خمس نجوم,5,positif,2022-12-29 18:21:49,Glovo
Sara Col,عنعغعع,2,negatif,2022-12-15 01:06:07,Glovo
عثمان محمد,رائع جداً جداً جداً,5,positif,2022-12-14 16:13:22,Glovo
Jevkj Jejie,جد جد معقوووووووووولل رااااااائع,5,positif,2022-12-13 13:45:45,Glovo
Salwa Alashour,سرعة التوصيل ممتازة,5,positif,2022-12-12 09:13:38,Glovo
Refka Kefi,خدمة العميل صفر أكثر من 5 ساعات انتظر طلب ثم يقومون بإلغاء والاغرب من ذالك ينزعون مني ميزت الدفع نقدا,1,negatif,2022-12-10 22:08:07,Glovo
Jaaa Mila,رلبللل,5,positif,2022-12-10 19:08:07,Glovo
Rachid Makhloufi,أكل سريع الديد جدا,5,positif,2022-12-10 14:20:17,Glovo
MOHAMMED ELKHOUMSI,عندما تبحث عن المنتج او المكان لا يستجيب,1,negatif,2022-12-09 20:38:53,Glovo
Aymane Marimiha,حشوم,1,negatif,2022-12-08 20:28:29,Glovo
Hanona Sabia,شئ في مستوى,5,positif,2022-11-30 21:16:26,Glovo
نوفل بن أحمد الشلي ١,تطبيق جيد، نشكركم عليه,5,positif,2022-11-27 14:18:43,Glovo
Samira El bouhali,خدمة ممتازة توصيل سريع و ممتاز أتمنى لكم التوفيق,5,positif,2022-11-27 13:44:28,Glovo
CHARAF SEFSAFI,الخدمة المعتبرة نتمنى لهم التقدم والازدهار,5,positif,2022-11-18 16:07:33,Glovo
Youness Attar,ت١بولببقڨزااابسسثتيللاابفغبيمبيبس⁦🇲🇦😂😅🤣😮😺🧡💛💚😼💜💜💜💜🖤💜💜💜🖤🖤 ياايبيلبةىى الى و لزلىةل,5,positif,2022-11-16 14:02:41,Glovo
Digital World,جميل جدا ويغطي خدمات توصيل كثيرة واشتراكه الشهري معقول جدا.,5,positif,2022-11-15 18:38:05,Glovo
Boukdir Abdrahman,أفضل تطبيق لشراء أي غرض,5,positif,2022-11-13 15:41:07,Glovo
Firas firas,جيد👍,4,positif,2022-11-11 08:58:26,Glovo
محمد بوذينة,توصيل رائع,5,positif,2022-11-05 13:41:41,Glovo
محمد مهنا,مطعم رائع ولذيذ وشركه توصيل اكثر من رائعه وسريعه,5,positif,2022-10-26 18:23:45,Glovo
Fatima Tt,سرعة وطعم الذيذ انصحكم ب glovo🤍😌,5,positif,2022-10-22 23:04:12,Glovo
bassam Amin,لايعمل في مصر,1,negatif,2022-10-19 12:48:11,Glovo
Mina Ait,عذرا هل التوصيل مجاني ارجو الرد السريع,3,neutre,2022-10-16 13:11:33,Glovo
قناة المستكشف /Navigator channel,رائع افضل تطبيق لتوصيل الطلبيات,4,positif,2022-10-08 10:22:33,Glovo
brahim maskoud,انصح بتحميله,5,positif,2022-10-07 15:21:06,Glovo
Mohamed KADIRI,تطبيق لا يحترم الخصوصية، عندك أول عملية شراء، طُلب مني إرسال صورة لبطاقتي الوطنية وأخرى لبطاقتي البنكية ... ظننتني في مخفر، لا في متجر!!,1,negatif,2022-10-03 16:28:39,Glovo
Khadija nor,حنا عرب بلد عربي علاش الفرنسية مفهمتش يعني ديرو خيار د العربية اش بتنقص ليكم,1,negatif,2022-10-02 21:15:52,Glovo
Loubna Ennahid,خدمة ممتازة دقة والالتزام بالوقت جد مسرورة نتمنى لكم التوفيق ⭐️⭐️⭐️⭐️⭐️,5,positif,2022-10-02 00:49:15,Glovo
insta gram,خدمة رائعة,5,positif,2022-09-29 18:56:43,Glovo
All in one,تطبيق في المغرب فاشل جدا,1,negatif,2022-09-29 05:34:48,Glovo
Ferdaous Elghacham,0/5 ليس هناك أي خدمت زبناء وليس فالمستوى الذي كنت أتوقع,1,negatif,2022-09-22 21:26:17,Glovo
Youssef Marzouk,تطبيق جميللل,5,positif,2022-09-19 19:53:26,Glovo
ihssan oussa,نواجه مشكلة لا تقبلون الرمز الترويجي,1,negatif,2022-09-15 10:57:00,Glovo
All channel,تطبيق فاشل أول مرة أشارك يقول حساب محضور أو مشكلة هههه,1,negatif,2022-09-13 10:14:31,Glovo
Nourdine Agadir,كان طلب مسريع وهد تطبيق يسهل يأخد أكتر من خمست نوجم,5,positif,2022-09-12 20:01:10,Glovo
Brahim Ait lahcen,مفيد,1,negatif,2022-09-12 08:58:42,Glovo
Boo.a7mad Hamdan,تطبيق ممتاز وسريع,5,positif,2022-09-11 01:01:08,Glovo
King Soso,ممتاز😘😘,5,positif,2022-09-10 15:20:03,Glovo
Mugiwara Rr,التطبيق لا يعمل,1,negatif,2022-09-09 14:57:04,Glovo
ايمن الفيفي,ممتاز جربتو في جورجيا وبتحديد باتومي مره حلو وسريع انصح فيه,5,positif,2022-09-05 22:35:04,Glovo
Moad 《MO》,"التطبيق يعطيك خيارين إما الدفع بواسطة البطاقة أو الدفع نقذا, لكن بعد أن تختار الدفع نقدا يخبرك أنه لا يمكنك استخدام طريقة الدفع هذه ويجبرك على الدفع بالبطاقة إذا أردت استخدامه. ( ملاحظه: سبق لي أن دفعت نقدا والأن لا أستطيع ذلك لسبب ما)",1,negatif,2022-09-05 15:31:55,Glovo
ابو كمال,توصيل سريع جدا في جورجيا,5,positif,2022-09-03 17:26:22,Glovo
Ilyas Jali,شكرا جدا,5,positif,2022-08-30 22:54:33,Glovo
Abdelillah Malajati,تطبيق جيد لكت اتمني ان توسعو نطاق توصيل لان منطقتي ليست بعيدة عن داربيضاء و يقولون خارج نطاق تعاملنا,1,negatif,2022-08-25 14:49:27,Glovo
قرصان VIP,أحسن تطبيق وأحلى توصيل,5,positif,2022-08-24 15:32:14,Glovo
thioメ,التطبيق جميل لكن 5دراهم لي ندفعها بسبب مجموع قيمة الطلب أقل من 50درهم فمتلا بيتزا ب 30درهم تصبح ب40درهم,1,negatif,2022-08-20 16:55:43,Glovo
Mohamed Boubacar,خدمات ممتازة,5,positif,2022-08-19 19:00:50,Glovo
omaro hamido,هدي كانت اول مرت اطلب طلبية وجات ف 17 دقيقة انا كنصحكم تحملو تطبيق وتطلبو منو ♥♥♥ شكرا ڨلوڤو,5,positif,2022-08-17 17:14:34,Glovo
