Token,Type
جودة,neutre
ياحسرتاه,negative
نتافقو,positive
لخاطرك,neutre
مايحشم,negative
كتدافع,neutre
فرنسية,neutre
والشعب,neutre
المقهور,neutre
المطحون,neutre
مهاز,neutre
ماينظمش,neutre
المعظم,neutre
القلة,neutre
القليلة,neutre
إكون,neutre
مثقق,positive
كتبادر,neutre
تصرفات,neutre
بعتو,neutre
بعرض,neutre
نوض,neutre
تشلل,neutre
شاديين,neutre
الإشهار,neutre
الإبداع,positive
علامات,neutre
كيغمقوا,neutre
الجهوية,neutre
الموسعة,neutre
وكيخدوا,neutre
للصحراء,neutre
تلفلوس,neutre
الصحاح,neutre
يبقا,neutre
يعايرك,negative
اشباه,neutre
ماقدر,neutre
يتحرك,neutre
نعلق,neutre
ماتفسد,negative
نتاعي,neutre
مشية,neutre
رجعة,neutre
نيتكم,neutre
إستنزاف,neutre
المياه,neutre
الجوفية,neutre
لزراعة,neutre
البطيخ,neutre
الطماطم,neutre
لابد,neutre
الزراعات,neutre
تلغى,neutre
غتدي,neutre
اطنز,negative
ويندمو,negative
الخطوبة,neutre
بأنه,neutre
مثالي,positive
مخصهاش,neutre
الموسل,neutre
صدمتني,negative
وهوأكثر,neutre
مسلسل,neutre
أخذت,neutre
صدمات,negative
ماركة,neutre
طريحة,neutre
إيفهموك,neutre
الذنب,negative
استاهل,neutre
العقوبة,negative
تفو,neutre
كونكسيون,neutre
زبالة,neutre
ميتشاف,neutre
نصنفهم,neutre
الحمير,negative
اذكى,neutre
صدموني,negative
محاضرة,neutre
خطبة,neutre
فرجة,positive
سواريز,neutre
بواتينغ,neutre
الفاشل,positive
كيمرض,neutre
كيعرف,neutre
ظروفي,neutre
سيئة,negative
استحملوني,neutre
ياخدني,neutre
خطر,negative
أحياني,neutre
وحدين,neutre
مطيحين,neutre
الدل,negative
ومفهوم,neutre
مايحتاجش,neutre
نترجم,neutre
مترجمه,neutre
لحسد,negative
ومايدير,neutre
زريعة,neutre
لقنب,neutre
النحس,negative
نهضة,neutre
حسنية,neutre
أكادير,neutre
نسكت,neutre
كلب,negative
قدك,neutre
مابقينا,neutre
فاهمين,neutre
تستغرب,neutre
مابقاتش,neutre
المصداقيه,positive
براسو,neutre
تعلن,neutre
الحرب,negative
كيرتكب,neutre
لانك,neutre
طبيعتك,neutre
سافل,negative
يدور,neutre
سفاله,negative
يلقاها,neutre
يحرق,neutre
شوهتو,negative
الاسلامي,neutre
سمعتها,neutre
بساعة,neutre
الصيفية,neutre
فصلالشتاء,neutre
الغرق,neutre
امرابط,neutre
قديما,neutre
اللاعب,neutre
عبييد,neutre
ينعل,negative
فلووس,neutre
يركع,neutre
لقوم,neutre
المنافقين,negative
الخبيثين,negative
حقيقية,neutre
ويضربو,neutre
أقرب,neutre
حيط,neutre
كنشجع,neutre
البراهش,negative
مستهترين,negative
ماعندوش,neutre
الامكانيات,neutre
لفرقة,neutre
وهادا,neutre
الاخرق,negative
فمراكش,neutre
الاستفزازات,negative
وتبدا,neutre
تعادل,neutre
بشق,neutre
الانفس,neutre
واخر,neutre
الدقائق,neutre
منافس,neutre
الترقيع,negative
تنفع,neutre
خاريدو,neutre
مكنهضرش,neutre
نبين,neutre
للجاهل,negative
المدعي,neutre
لشيء,neutre
لايفقه,neutre
ينتقم,negative
وياخد,neutre
فهادا,neutre
وومسوقينش,neutre
مارتحتش,neutre
الحاسة,neutre
السادسة,neutre
اعلام,neutre
الزبل,negative
وخارجها,neutre
وعندهم,neutre
اطماع,neutre
مشؤومة,negative
والبعض,neutre
كيشدو,neutre
الفضول,neutre
كتحشم,positive
تعرضت,neutre
لهادا,neutre
جروب,neutre
وقالو,neutre
انفصالي,neutre
وخائن,negative
وماشي,neutre
الجروب,neutre
كيتجمعو,neutre
معين,neutre
وكيهاجموه,negative
بنفس,neutre
وهوما,neutre
نفسهم,neutre
كيلحسو,neutre
الكابة,neutre
اخريين,neutre
وكيقولو,neutre
المطالبة,neutre
بحق,neutre
لقدام,neutre
كتولي,neutre
خائن,negative
يجمعنا,neutre
يفرقنا,neutre
ماعندو,neutre
والنكت,neutre
اليومين,neutre
معاجبنيش,negative
الشلوح,neutre
جائز,positive
وقلة,neutre
ادب,neutre
خلاتني,neutre
نتراجع,neutre
سولات,neutre
المجال,neutre
وطلعنا,neutre
فرصة,neutre
ودها,neutre
كيفيقو,neutre
الظلام,neutre
والتخربيق,negative
تعبيرهم,neutre
زييرو,neutre
طريقتهم,neutre
متدنية,negative
نقل,neutre
ساقطة,negative
متنصدعش,neutre
المعرفي,neutre
تافه,negative
لفقيه,neutre
خطار,negative
لللاسف,negative
نتاهلو,positive
للدور,neutre
الانفلات,neutre
الامني,neutre
بسلا,neutre
تيخلع,negative
المسؤول,neutre
المصائب,negative
متبقاش,neutre
تدافع,neutre
الخطأ,negative
مخلوعة,neutre
استر,neutre
حزينة,negative
الحد,neutre
الاقصى,neutre
جاهلة,negative
ولداتو,neutre
الشديد,neutre
التساع,neutre
متبعاك,neutre
متبعني,neutre
وقر,neutre
ارد,neutre
وزن,neutre
هضرتك,neutre
الحدود,neutre
الثقافي,neutre
مكتستتمر,neutre
والدولة,neutre
همها,neutre
غدي,neutre
تعقد,neutre
فحياتها,neutre
كا,neutre
تفقس,neutre
تواصل,neutre
عطونا,neutre
آفة,negative
انفلونزا,neutre
عاودش,neutre
ذكرو,neutre
الحمى,neutre
القلاعية,neutre
السيطرة,neutre
نضاعفو,neutre
الجهود,neutre
تنظن,neutre
الهزالة,negative
الردائة,negative
كانبقا,neutre
نكحب,neutre
بالروح,neutre
ماتقولهاش,neutre
ماضحكوش,neutre
ماكيناش,neutre
غلط,neutre
الباطل,neutre
ماتفقصنيش,neutre
مابقيتيش,neutre
عاجباني,neutre
مراض,neutre
ندمني,neutre
كانكره,neutre
الويكاند,neutre
يخليوني,neutre
ماصدقتيش,neutre
الصحافة,neutre
البوليس,neutre
تاهما,neutre
مواطنين,neutre
بارطاجا,neutre
فرق,neutre
مسلمين,neutre
كايقوليك,neutre
تفضحي,negative
تشوهيهم,negative
باشمن,neutre
كاتپارطاجيو,neutre
هوية,neutre
كايبارطاجي,neutre
هاداكشي,neutre
قطعو,neutre
الريوس,neutre
كايظهر,neutre
روسكم,neutre
واك,neutre
يديها,neutre
ماتعتق,neutre
كاتهدرو,neutre
ال,neutre
نسمع,neutre
دعيتكم,neutre
صاحبتو,neutre
ذياب,negative
جريمة,negative
اسوأ,negative
كايخلع,negative
ردو,neutre
لراسكم,neutre
فمي,neutre
كاياكلني,neutre
مكلخة,negative
دوماج,neutre
ضيعتي,negative
الفرصة,neutre
استغفر,positive
تعصبات,negative
نفهمو,neutre
شاداني,neutre
الخلعة,neutre
دوروني,neutre
سبيطار,neutre
يسيفطني,neutre
لبلاصة,neutre
سولتو,neutre
بنك,neutre
يقوليا,neutre
شايط,neutre
عطيه,neutre
لشايط,neutre
حسرة,negative
واخد,neutre
دريس,neutre
الگانة,neutre
لهادشي,neutre
ببحال,neutre
ماعرفتي,neutre
بانليا,neutre
كاتشوف,neutre
قبيح,negative
ستخيكت,neutre
كايزيد,neutre
كاتقول,neutre
مالو,neutre
ماكايكونش,neutre
كتشوف,neutre
كاتفهمو,neutre
ماكاتعرفش,neutre
تنافق,negative
زمر,negative
كايوقع,neutre
كايقلبوها,positive
نجاوب,neutre
كاينزل,neutre
النيڤو,neutre
أنسحب,neutre
ماكنتش,neutre
كانحمل,neutre
المصطلح,neutre
مناسب,negative
كاتجي,neutre
تعنب,neutre
ماتجاوبتيش,neutre
كايقلبها,neutre
تي,neutre
كايهرب,neutre
جبان,negative
الكمارة,negative
كانتصدم,negative
نتخلع,negative
كانسمع,neutre
كانقوليهم,neutre
كايتفرج,neutre
مصور,neutre
كاينشرو,neutre
يصوروها,neutre
كايتفرجو,neutre
اللولين,neutre
شاذة,negative
الملايين,neutre
كانحتاقرهم,negative
المرا,neutre
كادوز,neutre
كاتماكيي,neutre
ولادها,neutre
مخرجاهم,neutre
حالتهم,neutre
بحوايج,neutre
مسخين,neutre
تدگدگت,neutre
ماوصلتش,neutre
للدار,neutre
خدامة,neutre
العيا,neutre
تابعاني,neutre
صنفتيني,neutre
معمرة,neutre
مضافة,neutre
يخون,negative
الود,positive
الصد,neutre
الارهاب,negative
يلعني,negative
لاباقي,neutre
سولتك,neutre
كمل,neutre
حرمها,negative
أب,neutre
احزن,negative
لغيابك,neutre
غيابك,neutre
عودتني,neutre
شفار,negative
كايتكرفس,negative
يحرك,neutre
مايعجب,positive
مبقاوش,neutre
يحشمو,positive
هادالبلاد,neutre
البئيسة,negative
فوالديه,neutre
لاخور,neutre
متشائم,negative
ايجابية,positive
سمحتم,positive
أجسام,neutre
البغال,negative
عقول,neutre
الدبان,neutre
تنتأمل,neutre
وصلوا,neutre
الشعوب,neutre
الغدر,negative
ويحكم,neutre
تفعلون,neutre
متأكدين,neutre
الإقصاءيات,neutre
تعداو,negative
اغلبيتهم,neutre
عديمي,neutre
تبلات,neutre
ازدادت,neutre
فالتويتر,neutre
البنزرتي,neutre
خطة,neutre
الجهالة,negative
أشمئز,negative
الخليجيين,neutre
معيق,negative
دعوى,neutre
تعويض,neutre
الاضرار,negative
نقص,neutre
التبرهيش,negative
احترم,positive
العلي,neutre
وصلونا,neutre
العشق,positive
الميوعة,negative
قبح,negative
عذر,positive
عذبني,negative
ندمنتي,negative
تحريض,negative
الكراهية,negative
حزن,negative
سلعة,neutre
بعضين,neutre
الويل,negative
فالخصوصات,neutre
أدب,neutre
لٱ,neutre
تلطف,positive
الخبث,negative
الإجرام,negative
نتايا,neutre
مكلخ,negative
تخصصي,neutre
بيطري,neutre
التعايش,neutre
الكادو,positive
ندمتونا,negative
جاهدا,neutre
مربحناش,neutre
المشاركة,neutre
حامض,negative
عبودية,negative
تبعية,neutre
معتبر,neutre
صاحب,neutre
غارق,negative
جهلك,negative
حقيقتك,neutre
الوسخة,negative
بقاش,neutre
كتموت,neutre
الرديلة,negative
مابقى,neutre
لاوالو,neutre
جماهير,neutre
ريال,neutre
ومرة,neutre
الصفحة,neutre
حزب,neutre
كينشر,neutre
تدوينة,neutre
وكيدير,neutre
أجي,neutre
غبرات,neutre
أنفلوانزا,neutre
مسؤول,neutre
والحكومة,neutre
والحمى,neutre
تديروهاش,neutre
بنكيران,neutre
ضريبة,neutre
السيارات,neutre
تعاقدات,neutre
رحال,neutre
توكل,neutre
السجناء,neutre
تقدرش,neutre
تتعاقد,neutre
الشيخ,neutre
زايد,neutre
تداويهم,neutre
الأحسن,positive
الأسوإ,negative
أنه,neutre
ورجع,neutre
لبلاصتو,neutre
جاء,neutre
إضراب,neutre
الحوانت,neutre
وسلا,neutre
وجاب,neutre
الشتاء,neutre
شدوه,neutre
الحبس,negative
فنون,neutre
كليب,neutre
ساعات,neutre
واربي,neutre
زهرنا,neutre
زايدو,neutre
أصلي,neutre
عاجل,neutre
اضطراب,negative
حركة,neutre
الترامواي,neutre
مسيرات,neutre
كاعي,negative
تهراس,neutre
الكراسي,neutre
وساكت,neutre
سجلت,neutre
ملاحظة,neutre
باغيين,neutre
تتأهل,neutre
مابقات,neutre
أصبحت,neutre
تعمل,neutre
سبورت,neutre
مفتوحة,neutre
إخبارية,neutre
مسحت,neutre
ودخلت,neutre
تردد,neutre
ودير,neutre
دويرة,neutre
فباريس,neutre
هالعار,negative
اسعادة,positive
ماهضر,neutre
إفتحنا,neutre
يومين,neutre
سطوب,neutre
وقالي,neutre
بوليسي,neutre
شعل,neutre
قالي,neutre
حفضو,neutre
حمق,neutre
طلقو,neutre
فضاء,neutre
كيراقب,neutre
تحركات,neutre
البوليساريو,neutre
والخارج,neutre
بقيتي,neutre
نتائج,neutre
ناقصكم,neutre
فتح,neutre
الحادثة,neutre
ومحاسبة,neutre
المتورطين,negative
غايخدم,neutre
معكم,neutre
المراسلين,neutre
غايشدوه,neutre
لتجنيد,neutre
الإخباري,neutre
عفوا,positive
الإجباري,neutre
أودي,neutre
مدريد,neutre
ومفهمتهاش,neutre
مبقيناش,neutre
آسيا,neutre
وقالك,neutre
ممنقولش,neutre
عشنا,neutre
وشفنا,neutre
الهند,neutre
قرغيزسستان,neutre
حصريا,neutre
تأخرنا,neutre
جمع,neutre
فمرة,neutre
ورسلهم,neutre
وعمرك,neutre
تقدم,neutre
تهديد,negative
غضبان,negative
ومقلق,negative
متديش,neutre
استفد,neutre
الماضية,neutre
سيزول,neutre
الغضب,negative
يتعود,neutre
أنس,neutre
تجاوزه,neutre
باختلافنا,neutre
خصوصية,neutre
الأخر,neutre
محل,neutre
العرق,neutre
الأمازيغي,neutre
راسنا,neutre
والعربي,neutre
إطار,neutre
أننا,neutre
نشكل,neutre
للتوقيت,neutre
العادي,neutre
دبلوماسية,neutre
فكروا,neutre
هاشتاغ,neutre
فضح,negative
المتحرش,negative
ويجب,neutre
وهكذا,neutre
كيعيش,neutre
وكيدخل,neutre
لتويتر,neutre
للحياة,neutre
اسجلو,neutre
المنشطات,neutre
وقتاش,neutre
مظاهرة,negative
المظاهرات,negative
دعم,neutre
الفلسطيني,neutre
مكتشجعش,negative
التأهل,positive
لكأس,neutre
بأي,neutre
زعمة,neutre
ايدير,neutre
مفهمتهمش,neutre
فلبلاد,neutre
كنشارك,neutre
فبحال,neutre
هاج,neutre
فالعيد,neutre
لكبير,neutre
دابة,neutre
ضيف,neutre
إعطيه,neutre
الكود,neutre
الويفي,neutre
وتهنة,neutre
متناقش,neutre
ماتهضر,neutre
أكرمته,positive
مشجعين,neutre
نتبرعو,positive
بالدم,neutre
تلف,neutre
ماغاديش,neutre
نقوليه,neutre
يشد,neutre
الأرض,neutre
يفيق,neutre
ويفكر,neutre
عفاكم,neutre
تلاقيتو,neutre
فالدارالبيضاء,neutre
كيمشي,neutre
هضرت,neutre
متحرك,neutre
ونشرها,neutre
ويقدرو,neutre
يعاونوك,neutre
يراسلني,neutre
رافق,neutre
يبغي,neutre
وفظهرك,neutre
الإجتماعي,neutre
الأرضية,neutre
كيرتاح,neutre
أثناء,neutre
مشاركتنا,neutre
جمعوي,neutre
الحي,neutre
المحمدي,neutre
كتحس,neutre
براسك,neutre
مبرزط,neutre
ومرون,neutre
شحاجا,neutre
تحيد,neutre
القلق,neutre
الناقس,neutre
كيبقا,neutre
وكيخليك,neutre
داني,neutre
نتفكرو,neutre
طريقي,neutre
أكاديريين,neutre
كنتكا,neutre
وكنفكر,neutre
مبقا,neutre
مسخاش,neutre
برمضان,neutre
ثلاث,neutre
تملك,neutre
يعجزون,neutre
لعمر,neutre
بجاي,neutre
فاللخر,neutre
كنتمنا,neutre
كيظنو,neutre
يديو,neutre
البنك,neutre
محفظة,neutre
منزلية,neutre
الصنع,neutre
طاجين,neutre
كفته,neutre
والزيتون,neutre
والبطاطا,neutre
كملت,neutre
علم,neutre
لاحو,neutre
الفوقاني,neutre
لبغرير,neutre
خفتو,neutre
ميخمرش,neutre
ارزاق,neutre
مادير,neutre
بزيت,neutre
زيتون,neutre
كيجيتك,neutre
رومانسية,positive
فضائل,positive
الانتحال,neutre
والتقمص,neutre
حاول,neutre
البلدي,neutre
هانتا,neutre
جاوبتي,neutre
فتويت,neutre
لولا,neutre
نصيفو,neutre
